Komentar,Preprocessed Text,Logistic Regression,Lexicon-Based
Btw Kompas lagi ada promo langganan 12 bulan jadi Rp 100rb. Kalau bayar pakai QRIS via Bank Neo bisa jadi Rp 95rb. Langganan jurnalisme berkualitas sebulan nggak sampai Rp 8rb https://t.co/igMWv7Ljsq,kompas promo rp bayar via bank rp kualitas bulan rp,neutral,positive
a retweet will be highly appreciated Selamat pagi! Kali ini aku mau jual layout gg &amp; 1 ulzzang dibawah dgn harga bayar seikhlasnya bisa qris yaa ‍️ gg ava jpg ulzzang ava png only . yg berminat boleh ketuk dm ku https://t.co/sjpd8aHo8Q #zonauang #zonajajanᅠ,wil selamat pagi jual bawah harga bayar ava ava ku,neutral,positive
Sudah bisa pakai Qris. Jadi kalau lupa bawa cash buat infaq/sedekah bisa langsung scan aja. Lokasi: Masjid Babul Hafazhah Jl DI Panjaitan https://t.co/iTcJ1Ntc9O,lupa bawa cash lokasi masjid,neutral,positive
"@jadijago No. Tiket 204289964. Sudah cek ke pihak toko, ternyata mereka pun hanya terima uangnya 1x, tp saya kepotong 2x.  Baru tadi pagi muncul di riwayat transaksi dan ada 2x pembayaran qris, tapi yang diterima pihak toko cuma 1x",tiket cek toko terima uang potong pagi muncul transaksi bayar terima toko,neutral,positive
"Yuk, nikmati cemilan manis dari Bonjour Bakery! Nikmati diskon hingga Rp100 ribu transaksi pakai QRIS di myBCA/BCA mobile/Sakuku atau Debit BCA dan Kartu Kredit Berlogo BCA Card. Ajak teman-temanmu buat beli karena promonya cuma sampai 24 Mei 2023. Info https://t.co/XUCqR924lx https://t.co/d3fyvS7YDw",nikmat manis nikmat diskon rp ribu transaksi debit kartu kredit card ajak beli mei info,neutral,positive
"Gandeng BI, Xplorin Gaungkan Transaksi Digital Berbasis QRIS di WSBK 2023 https://t.co/L8BanUy7It",transaksi digital bas,positive,neutral
"WSBK 2023, KPW Bank Indonesia NTB - Xplorin Dorong Pemanfaatan Transaksi Pembayaran Digital Berbasis QRIS https://t.co/uU88fAALVa",bank indonesia ntb dorong transaksi bayar digital bas,neutral,neutral
"Gandeng Xplorin, BI NTB Dorong Transaksi QRIS di World Superbike 2023 https://t.co/wE6a9DY55y",ntb dorong transaksi,neutral,neutral
"Hari ini UMKM tersenyum... Melalui kegiatan Deklarasi Kolaborasi Gerakan Dukung UMKM hari ini, para pelaku UMKM mulai terbiasa menggunakan pembayaran digital. Ditunjukkan dengan 2300 transaksi menggunakan QRIS seharga Rp1 dan 2000 transaksi UMKM di luar Rp1. https://t.co/OMlArKYbd2",umkm senyum giat kolaborasi gera dukung umkm laku umkm biasa bayar digital transaksi harga rp transaksi umkm rp,neutral,positive
"Dapatkan CASHBACK 70% setiap transaksi pembelian tiket nonton dan jajan menggunakan QRIS Blu di Cinépolis Cinemas!  Jangan sampai kehabisan, ayo serbu promonya di Cinépolis Cinemas terdekat sekarang~ 💃🏻🕺🏻  #TemukanKebahagiaanmu #CinepolisID https://t.co/P2nydwL4sX",dapat transaksi beli tiket nonton jajan habis ayo serbu dekat,neutral,positive
Kebalik justru aku kalau uang di rekening suka maen bayar bayar scan scan qris isi sopipey buat belanja atau sopipud. Emg paling aman tarik semua simpen ditempat yang effort kalau mau ambil,balik uang rekening suka bayar isi belanja emg aman ambil,positive,positive
"@PT_Transjakarta halo min. Saya tadi topup emoney di Halte TJ Depkes menggunakan QRIS OVO. Saldo OVO saya sudah terpotong, tapi transaksi gagal dan saldo Flazz saya tidak bertambah. Mohon bantuannya https://t.co/jkWVYVi5Vx",topup halte tj transaksi gagal tambah,neutral,positive
"@sunflowieberry melakukan transaksi transfer menggunakan nomor rekening sebagai rekening tujuan dan transaksi bayar belanja dengan scan QRIS di BCA mobile.”  Jika ada hal lain yang ingin ditanyakan, Bpk bisa DM/Mention kembali ke Twitter @HaloBCA atau menghubungi via aplikasi (2/3) ^Alba",transaksi nomor rekening rekening tuju transaksi bayar belanja mobile bpk hubung via aplikasi,neutral,positive
"Transaksi Terus Bertambah, QRIS Jadi Penyelamat UMKM saat Pandemi https://t.co/NnNyFF2JxF",transaksi tambah umkm sat pandemi,neutral,neutral
Yg bikin sedih tu bayar QRIS buat ongkir ems.. Jadi nya bayar double buat ongkir ems nya karena pihak sana ngerasa uangnya ga ada masuk ke QRIS mereka Walaupun bukti di dana diriku udah berhasil transaksinya ,sedih bayar bayar ngerasa uang bukti hasil,neutral,positive
@convomf biasanya sih aku yg talangin dg bayar qris dia bayar cash ke aku shg aku tdk perlu ke atm ,bayar bayar cash shg,neutral,positive
"@convomf Aku tim cashless.  Menurutku, kalo minta tolong (karna mungkin bayarnya cash), trus abis itu langsung diganti tf atau ewallet masih fine2 aja. Kecuali kalo abis ditalangin sengaja lupa dan ga bayar.  Trus buat yg bilang kalo tf kecil gabisa ditarik, kan bisa dipake transaksi qris",tim turut tolong karna bayar cash abis ganti tf kecuali abis sengaja lupa bayar tf gabisa tarik dipake transaksi,neutral,positive
"@leeehovo @discountfess mau tanya kak, asal scan app nya terus bisa transaksi reward pake qris yaa?",ap transaksi pake,neutral,positive
@convomf lha knp dia cashless tp ga scan qris sendiri dahh padahal skrg scan qris bisa lgsg dr mbanking:(,knp lgsg,neutral,positive
kalo tinggal scan qris napa harus ditalangin dulu? langsung suruh temennya bayar sendiri aja,suruh bayar,negative,positive
yg suka cashless dgn alasan apapun mending bawa duit cash juga deh walaupun bisa pake qris kita gatau bisa aja tbtb ada gangguan dan harus bayar cash. aku pernah pen beli esteh pake spay udh berkali² scan ehh gabisa mana udh dibikinin tuh minumnya untung bawa cash ,suka alas apa mending bawa duit cash pake gatau tbtb bayar cash beli pake udh kali gabisa udh untung bawa cash,negative,positive
"pokoknya tiap transaksi kalo bisa bayar pake kartu kridit, pasti w pake. tambah lagi livin mandiri bisa qris pake sumber dananya cc, luv banget🫶🏻 kuncinya adalah tiap bayar tagihan selalu full. pake cc sgt membantu cashflow w terjaga dgn baik.",pokok transaksi bayar pake kartu pake mandiri pake sumber dana banget bayar tagih pake sgt bantu jaga,positive,positive
Segera Hadir! Nikmati pembayaran yang lebih mudah dengan QRIS Scan to Pay. #speakapp #web3 #blockchain #messenger #privacy #qris #payment https://t.co/myQkeQ2h2V,hadir nikmat bayar mudah pay,positive,positive
"@convomf Tolong usahain tetap pegang uang cash ya, karena gak semua transaksi bisa scan qris. Takut hilang? Bawa receh aja, taruh di dompet, dompetnya taruh jok motor atau tas. buat kamu sendiri juga kalau ada musibah bensin habis tengah jalan, atau ban bocor tengah malam.",tolong pegang uang cash transaksi takut hilang bawa dompet motor bensin habis jalan ban bocor malam,negative,positive
"@Blubcadigital23 blu BCA hari ini kenapa , saya ga bisa melakukan transaksi mulai dari payment qris hingga trf",transaksi,neutral,positive
"@BNI Pembayaran tiket KAI @KAI121 via QRIS BNI alhamdulilah TIDAK JELAS sampai sekarang. Karena itu saya sampaikan kepada anak-anak agar tidak lagi menggunakan pembayaran QRIS BNI. Apalagi transaksi @PosIndonesia tidak kunjung jelas juga. Jadi, untuk sementara agak konvensional.",bayar tiket kai via bayar transaksi kunjung konvensional,neutral,positive
"[HELP RT]   guys untuk transaksi yang menggunakan QRIS di bawah, selain akun @terqeren @troulgh dan pacar saya @bakloor (BA CV) itu bukan kami ya.  thankyou.",transaksi akun,neutral,positive
Ndes ingfo gacoan majapahit ada colokan ga ya? sama bisa bayar pake qris ga? https://t.co/WjsEnLZbDY,bayar pake,neutral,positive
"@Stefanusgading Hi Kak Gadingg, aku paham dengan keluhan kamu. Untuk keluhan transaksi QRIS yamg di keluhkan, silakan cek DM ya untuk informasi lebih lanjut. Thanks -YP-",gading paham keluh keluh transaksi keluh cek informasi,neutral,positive
"@Stefanusgading @tuanmudarangga_ Hi Kak Gadingg, mohon maaf sudah buat kamu kecewa. Untuk keluhan transaksi QRIS yang di keluhkan, silakan cek DM ya untuk informasi lebih lanjut. Thanks -YP-",gading kecewa keluh transaksi keluh cek informasi,neutral,positive
"@KAI121 : Min, tambah dong mtode pmbayaran, di transaksi jual-blinya @RMU_ID yaitu bisa mmakai Brizzi by @kontakBRI , E-Toll by @mandiricare , Flazz by @HaloBCA , Tapcash by @BNICustomerCare , dan KMT by @CommuterLine , sbab bila pakai Qris suka ngelag",transaksi suka,positive,positive
"@AlloBankID @RndyBens Transaksi berhasil tapi disnapscape nya ga berhasil, saya ganti dengan qris BCA. Saldo Allo nya sudah terpotong, notif awalnya pembayaran tertunda. https://t.co/hOinxSH0d8",transaksi hasil hasil ganti bayar,neutral,positive
"Sore admin @mandiricare , saya mau komplain stlh melakukan transaksi via qris kok jdnya saldo saya kepotong 2 kali di aplikasi livin, namun di merchant yg bersangkutan, hanya masuk 1 kali transaksi. Ini bagaimana ya?",sore admin komplain stlh transaksi via jdnya potong aplikasi transaksi,neutral,positive
@SeaBankID Jawabannya TRANSAKSI QRIS DI SEABANK #SeaBankID,transaksi,neutral,neutral
Semenjak update ga bisa bayar qris yang ada promonya. Misal bayar di shell harusnya ada cashback. Eh pas masukin PIN selalu begini. Ini kejadiannya di 2 hari yang berbeda lho @CIMBNiaga please fix this :( parah banget masa major update ga dites semua fiturnya https://t.co/niqocyvErw,semenjak bayar bayar shel pas beda fix this parah banget,negative,positive
"1. Neo Bank rate 4/5 ✅️ praktis, bebas biaya transfer ✅️ cocok buat nabung, ada fitur neo wish ✅️ ada diskon recehan kalau transaksi qris/pulsa/e-wallet ✅️ ada neo jurnal buat catet pengeluaran ⛔️ top up e-money/e-wallet rada effort karena harus salin no VA dulu",bank rate praktis bebas biaya cocok nabung fitur diskon transaksi keluar top up rada va,positive,positive
"@jisooyn @Tanyajago Halo Kak. Untuk transaksi QRIS tidak termasuk pada kuota tersebut, dan tidak dikenakan biaya admin ya Kak :)",transaksi kuota biaya admin,neutral,positive
"@Levin0888 Hai, Kak @Levin0888. Maaf ya jadi nggak nyaman. Kartu debit sedang disiapkan, mohon sabar menunggu ya. Terkait transaksi QRIS pastikan merchant yang Kakak datangi menyediakan QRIS BCA dengan logo GPN yaa. 😊",nyaman kartu debit sabar kait transaksi pasti kakak sedia,positive,positive
@BNI Kang bayar QRIS melalui @BNI itu hanya bisa dari aplikasi yang dikeluarkan BNI.,kang bayar aplikasi keluar,neutral,positive
"@0xttadream Hi Kak, maaf sdh bikin kamu gak nyaman. Terkait keluhan transaksi QRIS yg blm berhasil. Silakan utk menunggu update informasinya di DM ya kak Thanks -LH-",nyaman kait keluh transaksi hasil,neutral,positive
@ayanapunya Maksudnya gini. Kalau ada yang mau transaksi PPOB ya. Dia bayar telp 500k/listrik 1 3 juta/PAM 700k masing² dapet fee 1200-1500 kl cash Kalo pake Qris dikena biaya adm dari bank masing² 1% lagi. Nah kebayang kan potongan banknya brp ga nutup sama untungnya.,maksud gin transaksi bayar dapet cash pake biaya adm bank bayang potong brp nutup untung,neutral,positive
"@ayanapunya Maksudnya gini. Kalau ada yang mau transaksi PPOB ya. Dia bayar telp 500k/listrik 1,3 juta/PAM 700k, masing² dapet fee 1200-1500 kl cash  Kalo pake Qris, dikena biaya adm dari bank masing² 1% lagi. Nah kebayang kan potongan banknya brp ga nutup sama untungnya.",maksud gin transaksi bayar dapet cash pake biaya adm bank bayang potong brp nutup untung,neutral,positive
"dari sini aku simpulin kalo emg ga yakin sama transaksinya, ragu buat lanjut tapi tetep mau coba. mending transaksi lewat qris, tanya aja qrisnya dabis atau merchant lain. terus jgn tf dari merchant yg sejenis biar uangnya diproses atau ketahan dulu— #zonauang",emg ragu tetep coba mending transaksi tf jenis uang,neutral,positive
Hello Sunday Mau rekomen jajanan di daerah Stiabudi Bandung lagi tepatnya di depan alpamart seberang Pizza Hut (dari Borma ke bawah dikit) ada kedai molen aneka isi. Molen pisang coklat keju kacang ijo dll. Ada juga risol dan onde2. Enak murah bisa bayar pake QRIS. https://t.co/1ptnKZ55dj,daerah bandung tepat dikit aneka isi pisang coklat kacang ijo dl murah bayar pake,negative,positive
Siapa yang suka bayar pake Virgo saat belanja di Alfamidi?  Jangan lupa masukan kembalian belanja Alfamidi kamu ke Virgo untuk mendapatkan voucher cashback senilai total Rp6.000 untuk transaksi QRIS 🤩  #AyokeAlfamidi #AlfamidiHadirMelayani #PromoAlfamidi #AlfamidiuntukIndonesia https://t.co/X9qFkQeSih,suka bayar pake sat belanja lupa masuk kembali belanja voucher nila total rp transaksi,positive,positive
"@tanyakanrl gak bisa, semua ewallet tanpa verif cuma bisa buat transaksi di dlm app tersebut atau transaksi qris. sisanya harus verif dulu. jadi kalo mau ya pake jasa convert.",transaksi ap transaksi sisa pake jasa,neutral,positive
"@zwolftenaugust Cc tmrw cashbacknya bulanan kak, bisa sampe 6% kalo memenuhi “mission”nya dia (2x transaksi qris, 2 kali top up saldo digital/bayar tagihan). Max. 250rb sebulan dan hanya kategori transaksi yang kita pilih sih tp",bulan sampe penuh transaksi top up tagih max bulan kategori transaksi pilih,neutral,positive
"@PWanto @ojkindonesia @RTMCJatim @sahabat_Nganjuk Hi Kak Wanto, maaf udah buat kamu kecewa ya. Utk keluhan transaksi Qris kamu, udah aku infoin via inbox ya. Thanks -YU-",kecewa keluh transaksi via,neutral,positive
"Sejumlah Transaksi QRIS Bermasalah, Ini Saran Direktur BCA https://t.co/DWkCvR8TG4",transaksi masalah saran direktur,neutral,neutral
[ HELP RETWEET ] Kami membuka donasi untuk korban dari kejadian Plumpang yang terjadi beberapa waktu lalu. Donasi akan disalurkan jika sudah memenuhi target. Untuk donasi silakan SCAN QRIS di bawah berapa pun nominalnya kami menerima dengan senang hati. Terima kasih. https://t.co/aTGnJ36TVs,korban jadi plumpang salur penuh target terima senang hati terima,negative,positive
"@cqimol iya gua juga kaget itu Qris trpampang nyata wkwk si penipu itu cv ke ricev, transaksi segitiga jir",gua kaget tipu transaksi,negative,positive
"@NayRam23 Surat Pernyataan dan Kuasa Rekening Settlement Mechant BCA (jika rekening settlement bukan atas nama Merchant BCA) Dokumen pendukung sesuai sarana transaksi yang dipilih 😉 Untuk pengajuan Merchant BCA QRIS Statis, apabila tidak memiliki NIB dan/atau TDP",surat kuasa rekening rekening nama dokumen dukung sesuai sarana transaksi pilih aju statis milik,neutral,positive
"Sumpah yaaa.... abis payment pake qris tiba-tiba dapet penawaran ini, dan pas gue mau cek twrnyata langsung payment dan transaksi gue ranpa pin, dan tiba2 saldo gue udah kepotong aja.   Tolong dong @danawallet  gue terima klo transaksi itu dengan PIN. Ini TANPA PIN COY https://t.co/a28rSp5lOZ",sumpah abis pake dapet pas gue cek transaksi gue gue potong tolong gue terima transaksi,negative,positive
@i_m_mortal_ mau tanya jdi aku dpet voucher ini tpi kok gk bsa dipakai ya? Qris gk bsa pulsa gk bsa tagihan gk bisa jg plisss ada yg tau gak? Btw udh motong diskon tpi pas bayar gagal trus siapa tau ada yg prnh ngalamin dan tau solusinya https://t.co/gKpzkoxc5j,voucher tpi bsa pakai bsa pulsa bsa tagih plis udh diskon tpi pas bayar gagal prnh solusi,neutral,positive
‼️ Ini QR / qris / barcode punya https://t.co/qzU29zLSdd / darshoid / darshopId / adekhwangyeji.  Kalau ada yang transaksi pakai qris dibawah ini  selain akun @adekhwangyeji  berarti dia penipu. https://t.co/9MpKWIm9GU,qr barcode transaksi bawah akun tipu,neutral,positive
Scan QRIS dimana-mana. Yang pasti kalau ada notif apapun jangan asal tap menurutku bisa jadi emang jebakan. Hati-hati aja https://t.co/YsKklsGcmK,apa turut emang jebak,positive,positive
"@kaayiinaa mitra bukalapak, web qris langsung ( tapi ada admin awal &amp  tiap transaksi )",mitra admin transaksi,neutral,positive
/df lumayan kemarin sabtu nonton bayar pake qris line bank ga ngarep cb nya cair eh ternyata dapet beneran. Min transaksi 75k cb 25k https://t.co/QRr1SKMAKN,lumayan kemarin sabtu nonton bayar pake line bank ngarep cb cair dapet beneran transaksi cb,neutral,positive
@oliviapurnama_2 @discountfess scan qris 25k sebanyak 4x kak 1x scan = 2.500 cairnya 7 hari kerja,,neutral,positive
@BeBrightBetter Kalo aku tadi kasusnya beli tiket xxi bayar pakai qris bank lain tapi pakai edc bca dan transaksi udah berhasil terus mbak kasir nya tanya atasan lama banget ujung-ujungnya gak bisa di void dan akhirnya tetep terproses dan berujung ketinggalan film sekitar 13 menit,kasus beli tiket bayar bank transaksi hasil mbak banget tetep ujung film menit,negative,positive
Sat set ora ribet fotokopi bayar qris no pungli https://t.co/1vyWedQB38,sat set ora ribet bayar pungli,neutral,positive
"@bfd8fa4ea7344a0 Hai Sobat BRI, kami informasikan transaksi QRIS dengan kartu kredit sebagai sumber dana dapat dilakukan menggunakan kartu kredit reguler. Fitur ini belum dapat digunakan untuk kartu kredit Co Branding (OVO U Card, Tokopedia Card, Traveloka, BTN dan. (1)",sobat transaksi kartu kredit sumber kartu kredit fitur kartu kredit card card,neutral,positive
@mandiricare Ini kok saya bayar qris malah tertunda hubungin callcenter sampai sekarang gada feedback. Email gakpernah dibales. Dikasih nomer pelaporan tapi ketika ditanya tidak ada tindak lanjutnya. Kemarin isi pulsa juga bermasalah skrg bayar qris status tertunda tp saldo kepotong.,bayar gada kasih nomer tindak kemarin isi pulsa masalah bayar status potong,negative,positive
"@mandiricare Kemarin isi pulsa 2x 75k, yg masuk cuma 1x sisanya gaktau kemana. Gada feedback saldo dikembalikan, dan gada transaksi saldo masuk di livin. Skrg bayar qris tertunda 100k, saldo kepotong, pelayanan apasih ini? Aplikasi bermasalah trozz.",kemarin isi pulsa sisa mana gada gada transaksi bayar potong layan aplikasi masalah,neutral,positive
