Komentar,Sentiment
"@Stefanusgading @tuanmudarangga_ Hi Kak Gadingg, mohon maaf sudah buat kamu kecewa. Untuk keluhan transaksi QRIS yang di keluhkan, silakan cek DM ya untuk informasi lebih lanjut. Thanks -YP-",neutral
"@KAI121 : Min, tambah dong mtode pmbayaran, di transaksi jual-blinya @RMU_ID yaitu bisa mmakai Brizzi by @kontakBRI , E-Toll by @mandiricare , Flazz by @HaloBCA , Tapcash by @BNICustomerCare , dan KMT by @CommuterLine , sbab bila pakai Qris suka ngelag",neutral
"@AlloBankID @RndyBens Transaksi berhasil tapi disnapscape nya ga berhasil, saya ganti dengan qris BCA. Saldo Allo nya sudah terpotong, notif awalnya pembayaran tertunda. https://t.co/hOinxSH0d8",neutral
"Sore admin @mandiricare , saya mau komplain stlh melakukan transaksi via qris kok jdnya saldo saya kepotong 2 kali di aplikasi livin, namun di merchant yg bersangkutan, hanya masuk 1 kali transaksi. Ini bagaimana ya?",negative
@SeaBankID Jawabannya TRANSAKSI QRIS DI SEABANK #SeaBankID,neutral
Semenjak update ga bisa bayar qris yang ada promonya. Misal bayar di shell harusnya ada cashback. Eh pas masukin PIN selalu begini. Ini kejadiannya di 2 hari yang berbeda lho @CIMBNiaga please fix this :( parah banget masa major update ga dites semua fiturnya https://t.co/niqocyvErw,negative
"1. Neo Bank rate 4/5 ✅️ praktis, bebas biaya transfer ✅️ cocok buat nabung, ada fitur neo wish ✅️ ada diskon recehan kalau transaksi qris/pulsa/e-wallet ✅️ ada neo jurnal buat catet pengeluaran ⛔️ top up e-money/e-wallet rada effort karena harus salin no VA dulu",positive
"@jisooyn @Tanyajago Halo Kak. Untuk transaksi QRIS tidak termasuk pada kuota tersebut, dan tidak dikenakan biaya admin ya Kak :)",neutral
"@Levin0888 Hai, Kak @Levin0888. Maaf ya jadi nggak nyaman. Kartu debit sedang disiapkan, mohon sabar menunggu ya. Terkait transaksi QRIS pastikan merchant yang Kakak datangi menyediakan QRIS BCA dengan logo GPN yaa. 😊",neutral
@BNI Kang bayar QRIS melalui @BNI itu hanya bisa dari aplikasi yang dikeluarkan BNI.,neutral
"@0xttadream Hi Kak, maaf sdh bikin kamu gak nyaman. Terkait keluhan transaksi QRIS yg blm berhasil. Silakan utk menunggu update informasinya di DM ya kak Thanks -LH-",neutral
@ayanapunya Maksudnya gini. Kalau ada yang mau transaksi PPOB ya. Dia bayar telp 500k/listrik 1 3 juta/PAM 700k masing² dapet fee 1200-1500 kl cash Kalo pake Qris dikena biaya adm dari bank masing² 1% lagi. Nah kebayang kan potongan banknya brp ga nutup sama untungnya.,neutral
"@ayanapunya Maksudnya gini. Kalau ada yang mau transaksi PPOB ya. Dia bayar telp 500k/listrik 1,3 juta/PAM 700k, masing² dapet fee 1200-1500 kl cash  Kalo pake Qris, dikena biaya adm dari bank masing² 1% lagi. Nah kebayang kan potongan banknya brp ga nutup sama untungnya.",neutral
"dari sini aku simpulin kalo emg ga yakin sama transaksinya, ragu buat lanjut tapi tetep mau coba. mending transaksi lewat qris, tanya aja qrisnya dabis atau merchant lain. terus jgn tf dari merchant yg sejenis biar uangnya diproses atau ketahan dulu— #zonauang",neutral
Hello Sunday Mau rekomen jajanan di daerah Stiabudi Bandung lagi tepatnya di depan alpamart seberang Pizza Hut (dari Borma ke bawah dikit) ada kedai molen aneka isi. Molen pisang coklat keju kacang ijo dll. Ada juga risol dan onde2. Enak murah bisa bayar pake QRIS. https://t.co/1ptnKZ55dj,positive
Siapa yang suka bayar pake Virgo saat belanja di Alfamidi?  Jangan lupa masukan kembalian belanja Alfamidi kamu ke Virgo untuk mendapatkan voucher cashback senilai total Rp6.000 untuk transaksi QRIS 🤩  #AyokeAlfamidi #AlfamidiHadirMelayani #PromoAlfamidi #AlfamidiuntukIndonesia https://t.co/X9qFkQeSih,neutral
"@tanyakanrl gak bisa, semua ewallet tanpa verif cuma bisa buat transaksi di dlm app tersebut atau transaksi qris. sisanya harus verif dulu. jadi kalo mau ya pake jasa convert.",neutral
"@zwolftenaugust Cc tmrw cashbacknya bulanan kak, bisa sampe 6% kalo memenuhi “mission”nya dia (2x transaksi qris, 2 kali top up saldo digital/bayar tagihan). Max. 250rb sebulan dan hanya kategori transaksi yang kita pilih sih tp",neutral
"@PWanto @ojkindonesia @RTMCJatim @sahabat_Nganjuk Hi Kak Wanto, maaf udah buat kamu kecewa ya. Utk keluhan transaksi Qris kamu, udah aku infoin via inbox ya. Thanks -YU-",neutral
"Sejumlah Transaksi QRIS Bermasalah, Ini Saran Direktur BCA https://t.co/DWkCvR8TG4",neutral
[ HELP RETWEET ] Kami membuka donasi untuk korban dari kejadian Plumpang yang terjadi beberapa waktu lalu. Donasi akan disalurkan jika sudah memenuhi target. Untuk donasi silakan SCAN QRIS di bawah berapa pun nominalnya kami menerima dengan senang hati. Terima kasih. https://t.co/aTGnJ36TVs,neutral
"@cqimol iya gua juga kaget itu Qris trpampang nyata wkwk si penipu itu cv ke ricev, transaksi segitiga jir",negative
"@NayRam23 Surat Pernyataan dan Kuasa Rekening Settlement Mechant BCA (jika rekening settlement bukan atas nama Merchant BCA) Dokumen pendukung sesuai sarana transaksi yang dipilih 😉 Untuk pengajuan Merchant BCA QRIS Statis, apabila tidak memiliki NIB dan/atau TDP",neutral
"Sumpah yaaa.... abis payment pake qris tiba-tiba dapet penawaran ini, dan pas gue mau cek twrnyata langsung payment dan transaksi gue ranpa pin, dan tiba2 saldo gue udah kepotong aja.   Tolong dong @danawallet  gue terima klo transaksi itu dengan PIN. Ini TANPA PIN COY https://t.co/a28rSp5lOZ",neutral
@i_m_mortal_ mau tanya jdi aku dpet voucher ini tpi kok gk bsa dipakai ya? Qris gk bsa pulsa gk bsa tagihan gk bisa jg plisss ada yg tau gak? Btw udh motong diskon tpi pas bayar gagal trus siapa tau ada yg prnh ngalamin dan tau solusinya https://t.co/gKpzkoxc5j,neutral
‼️ Ini QR / qris / barcode punya https://t.co/qzU29zLSdd / darshoid / darshopId / adekhwangyeji.  Kalau ada yang transaksi pakai qris dibawah ini  selain akun @adekhwangyeji  berarti dia penipu. https://t.co/9MpKWIm9GU,negative
Scan QRIS dimana-mana. Yang pasti kalau ada notif apapun jangan asal tap menurutku bisa jadi emang jebakan. Hati-hati aja https://t.co/YsKklsGcmK,negative
"@kaayiinaa mitra bukalapak, web qris langsung ( tapi ada admin awal &amp  tiap transaksi )",neutral
/df lumayan kemarin sabtu nonton bayar pake qris line bank ga ngarep cb nya cair eh ternyata dapet beneran. Min transaksi 75k cb 25k https://t.co/QRr1SKMAKN,neutral
@oliviapurnama_2 @discountfess scan qris 25k sebanyak 4x kak 1x scan = 2.500 cairnya 7 hari kerja,neutral
@BeBrightBetter Kalo aku tadi kasusnya beli tiket xxi bayar pakai qris bank lain tapi pakai edc bca dan transaksi udah berhasil terus mbak kasir nya tanya atasan lama banget ujung-ujungnya gak bisa di void dan akhirnya tetep terproses dan berujung ketinggalan film sekitar 13 menit,negative
Sat set ora ribet fotokopi bayar qris no pungli https://t.co/1vyWedQB38,negative
"@bfd8fa4ea7344a0 Hai Sobat BRI, kami informasikan transaksi QRIS dengan kartu kredit sebagai sumber dana dapat dilakukan menggunakan kartu kredit reguler. Fitur ini belum dapat digunakan untuk kartu kredit Co Branding (OVO U Card, Tokopedia Card, Traveloka, BTN dan. (1)",neutral
@mandiricare Ini kok saya bayar qris malah tertunda hubungin callcenter sampai sekarang gada feedback. Email gakpernah dibales. Dikasih nomer pelaporan tapi ketika ditanya tidak ada tindak lanjutnya. Kemarin isi pulsa juga bermasalah skrg bayar qris status tertunda tp saldo kepotong.,negative
"@mandiricare Kemarin isi pulsa 2x 75k, yg masuk cuma 1x sisanya gaktau kemana. Gada feedback saldo dikembalikan, dan gada transaksi saldo masuk di livin. Skrg bayar qris tertunda 100k, saldo kepotong, pelayanan apasih ini? Aplikasi bermasalah trozz.",negative
"Kaum-kaum kepedean ya kayak gini!😩  Padahal mah lagi transaksi pakai QRIS SeaBank! LIKE &amp  REPLY QRIS SEABANK"" sebanyak-banyaknya untuk dapatkan keuntungan lain dari #SeaBankID ✨ https://t.co/lFiHhMXyrm""",neutral
"@yangtakbertuan transaksi transfer menggunakan nomor rekening sebagai rekening tujuan dan transaksi bayar belanja dengan scan QRIS di BCA mobile.  Jika ada hal lain yang ingin ditanyakan, Bapak/Ibu Pelanggan bisa DM/Mention kembali ke Twitter @HaloBCA atau menghubungi via aplikasi (2/3) ^Reni",neutral
@yangtakbertuan Hal ini dilakukan sebagai bentuk dukungan BCA atas hadirnya QRIS sebagai kode QR standar nasional. Bapak/Ibu tetap dapat melakukan transaksi transfer menggunakan nomor rekening sebagai rekening tujuan dan transaksi bayar belanja dengan scan QRIS di BCA mobile. ^Reni,neutral
Ini tiap transaksi pakai qris BCA kok pending yah?? Apalagi gamgguan?? https://t.co/8eGVJWhEfs,negative
"hm jd katanya dia mau cv terus jasa cv qrisnya sm kaya aku decornya, nah sementara transaksi aku sm dia tuh udh lama (lebih 2 hari) yg artinya pasti kalo dia save qris si jasa cv kan pasti ada dipaling atas galerinya, sementara qris ku ada di bawah, dan its not make a sense aja",negative
"Help  Ada scammer yg pake qris sama rek bri-ku, modusnya cv saldo. Maaf bngt baru sadar:' 2 transaksi ini masih ku pegang, tf dari gopay sama bri ke rek bri a.n RF. Yg merasa punya silakan dm kak. Sertakan bukti tf dsb yaa🙏 #zonauang https://t.co/YSVw5ptPxZ",neutral
"@tysonfu1 @danawallet Sudah iklaskan bang, saya juga transaksi qris 2 bulan belum beres2",neutral
guys kalian pernah gasi transaksi pake qris udah berhasil tapi di saldo penjualnya ga masuk gituuu???,neutral
"@sugarrcrispyy @tanyakanrl semua beda fungsi, DANA u/ transaksi pakai ewallet/qris, flip u/ transaksi antar bank dg admin fee gratis, bibit baru buat tabungan bisa reksadana/saham tp untuk new joiner better pakai digital bank aja kayak Seabank, Jago atau TMRW",neutral
"Penggunanan QRIS di JConnect kini sudah 62.500 merchant dengan transaksi mencapai Rp303 triliun. Pengguna JConnect mobil juga telah mencapai 608.000 user dengan jumlah transaksi Rp28,9 triliun.",neutral
"@chandralimas_ Hi Kak, aku phm dgn keluhan kamu, utk keluhan transaksi QRIS, silakan menunggu informasinya via DM ya Kak. Thanks -PF-",neutral
"Dapatkan diskon 3 ribu dengan transaksi minimal 100 ribu di hari Senin sampai Rabu. Promo hanya berlaku selama bulan Maret 2023 💰  🌐 https://t.co/oW611JvQci   📍 https://t.co/AslkioW8rO     📲 https://t.co/hcNDr1cLZy  💳 Tunai, Kartu Debit, QRIS https://t.co/V2kPnrfPbG",neutral
"@rltaehyungg Hai Kak @rltaehyungg, program tersebut nggak pakai kode voucher kok. Kakak cukup transaksi dengan QRIS blu. Pastikan Kakak memiliki bluRewards agar dapat kuota 2x transaksi QRIS dengan cashback sebesar 50% dengan nominal maksimal Rp5.000,-.",neutral
"@hokzaelani Hi Kak, maaf sdh bikin kamu gak nyaman. Utk keluhan transaksi QRIS, Sdh aku infoin via DM ya kak, silakan di cek ya. Thanks -LH-",neutral
Akhirnya KRL Yk-Solo udah bs byr scan qris lagi. Pake GoTransit mantap stlh sblmnya udah biasa pake LinkAja malah tau2 stop. https://t.co/QxQ5253wBM,neutral
yang jual netflix bisa bayar pake qris dong #zonauang,neutral
💚 Guyss mau tanya kalau dana non-premium itu bisa transaksi pake QRIS gak ya? Makasih yaa,neutral
"Halo @bankmandiri kemarin saya melakukan transaksi QRIS, tetapi status pembayarannya tertunda dan saldonya terpotong, itu kenapa ya ?",neutral
"@alfamidi_ku @Indomaret Keluhannya simple. Mau transaksi pembelian under 50k pakai debit card visa tp ga bisa karena harus belanja min 50k. Mau pakai QRIS jg ga bisa? Di mini market lainnya aja bisa belanja 10k doang pakai debit card visa. Di Alfamidi harus min 50k, pdhl skrg semua serba cashless 🥲",neutral
"Si paling si paling..  Si paling satset kalo udah ketemu QRIS SeaBank🤪 Sering ditemuin nih tipe-tipe begini~ LIKE &amp  REPLY QRIS DI SEABANK"" sebanyak-banyaknya kalau kamu siap dapetin KEJUTAN SPESIAL yang bikin transaksi anti worry pake #SeaBankID https://t.co/ywYHkFYTLA""",neutral
"Sobat udah pernah transaksi menggunakan QRIS? Yuk, komen di bawah!  #AktivitasTanpaBatas  #InternetnyaIndonesia",neutral
"@jokowi Untuk mempermudah dalam melakukan transaksi selama event berlangsung, penonton dapat memanfaatkan sistem pembayaran digital berbasis QRIS yang tersedia atas kerja sama PT ITDC Nusantara Xplorin (Xplorin), Bank Indonesia (BI) Provinsi Nusa Tenggara Barat (NTB),  @jokowi",neutral
@jokowi Kami berharap dengan adanya program ini dapat mempermudah pengunjung dalam bertransaksi sekaligus membantu upaya pemerintah menyosialisasikan dan meningkatkan jumlah pengguna dan transaksi menggunakan layanan pembayaran non tunai/digital berbasis QRIS  @jokowi,neutral
"@Junglplant Mjb, emang responnya gimana tuh Kak? Aku td cek saldo sama transaksi qris sih aman aja",positive
Hari gini bayar ini itu semua pakai QRIS. Mulai dari belanja di online shop sampai bayar tukang parkir! Jadi sebenarnya apakah itu QRIS? Yuk langsung cek penjelasannya berikut ini! #InternetnyaIndonesia #AktivitasTanpaBatas,neutral
"utas- digital yang terhubung dengan QRIS. QRIS dapat membantu meningkatkan efisiensi dan transparansi dalam transaksi keuangan, yang merupakan tujuan utama dari ETPD. Dengan adopsi QRIS, transaksi keuangan dapat dilakukan secara elektronik dengan lebih efektif dan efisien,",positive
"utas- sehingga mempercepat proses pembayaran dan mengurangi risiko kesalahan manusia. Selain itu, QRIS juga dapat meningkatkan akuntabilitas dan transparansi dalam transaksi keuangan karena setiap transaksi tercatat secara otomatis dan terstandarisi. #EkonomiMalangNow",positive
"Kejar promo, untung ku dapat! 🏃‍♂️  Yuk, dapetin CASHBACK 50% untuk transaksi di Telkomsel redi pake QRIS blu! 😉  Periode promo sampai 31 Maret 2023. Cek info selengkapnya di https://t.co/gcaGB05ZsB https://t.co/t8bAOG6Znd",neutral
Siapa yang suka bayar pake Virgo saat belanja di Alfamidi?  Jangan lupa masukan kembalian belanja Alfamidi kamu ke Virgo untuk mendapatkan voucher cashback senilai total Rp6.000 untuk transaksi QRIS 🤩  #AyokeAlfamidi #AlfamidiHadirMelayani #PromoAlfamidi #AlfamidiuntukIndonesia https://t.co/AVzyhOYAPs,neutral
"@introviar Mohon maaf atas ketidaknyamanannya Bpk/Ibu Pelanggan, untuk fitur QRku telah dilakukan penutupan per 1 November 2022. Hal ini dilakukan sebagai bentuk dukungan BCA atas hadirnya QRIS sebagai kode QR standar nasional. Namun tetap dapat melakukan transaksi transfer (1/2) ^Alif",neutral
@introviar menggunakan nomor rekening sebagai rekening tujuan dan transaksi bayar belanja dengan scan QRIS di BCA mobile.  Jika ada hal lain yang ingin ditanyakan bisa DM/Mention kembali ke Twitter @HaloBCA atau menghubungi via aplikasi haloBCA. Tks (2/2) ^Alif,neutral
@IndiHomeJBN transaksi jd mudah dg QRIS,positive
"2023, masih ada SPBU di Jakarta yang tidak menyediakan pembayaran transaksi non tunai (debit/Qris) @pertamina",neutral
makin kesini makin jadi orang yg cashless cz #SemenjakKenalSeaBank transaksi ini itu jadi lebih mudah cz bisa pake QRIS hihihi  btw ada yg mau ikutan challenge ga nih? kalian bisa menangin saldo SeaBank senilai 4juta rupiah loh dari @SeaBankID,positive
@IndiHomeJBN iya sangat simple transaksi dg QRIS,positive
"transaksi pake gopay ke qris berhasil, tapi dananya gak masuk ke shopee partner. ada yang pernah ngalamin gak? #zonajajan #zonauang #ZonaBA",neutral
"@cubicubs_ masih diproses kak, itu ada tandanya. qris cari tuh tiap jam 5 sore h+1 transaksi",neutral
"Nikmati CASHBACK 100% untuk pembelian tiket kedua setiap transaksi pembelian tiket nonton menggunakan scan Qris Nobu Neo di Cinépolis Cinemas.  Buruan serbu promonya, jangan sampai kehabisan, ya~   #TemukanKebahagiaanmu  #CinepolisID https://t.co/0f4xVXIfu6",neutral
"@tysonfu1 Hi Kak, maaf sdh bikin kamu gak nyaman. Terkait keluhan transaksi QRIS. Mohon ditunggu update informasinya di DM ya kak. Thanks -LH-",neutral
"✦ pembayaran dilakukan di awal untuk menghindari hit and run,  diharapkan cust untuk memberikan bukti pembayaran setelah melakukan transaksi.   ✦ pembayaran dapat dilakukan via dana, shopeepay, gopay, ovo dan qris",neutral
Transaksi di Paperclip pake QRIS kok malah jadi uWu https://t.co/3x8uS06i8m,neutral
"Diskon 20% utk menu makanan di Ah Yat Abalone dgn QRIS BCA, Debit &amp  Kartu Kredit BCA. Min transaksi 500K. Hingga 31 Des. https://t.co/ry7V14uxMa",neutral
"Untuk Mendapatkan saldo Cashback sd 500rb , pertama Registrasi Rekening dan Topup Sebesar 2.1jt ( 2jt buat di diamkan selama 7 Hari , 100rb buat dipakai Transaksi 2x menggunakan Qris ) https://t.co/G71LdUg7ky",neutral
Yg mau transaksi via qris udah ready yaa kakak  Happy shopping 😍,neutral
"@aigo0lol Hi Kak, terkait keluhan mengenai nama bisnis pada akun DANA Bisnis, mohon maaf atas ketidaknyamanannya. Aku infoin bahwa mulai Agustus 2021 Nama bisnis merupakan identitas usaha yang tidak dapat diubah dan tidak mempengaruhi pada transaksi QRIS Kakak. Thanks -IN-",neutral
"Mau jajan apa dan di mana aja tetep gampang, tinggal scan pakai QRIS di Livin' by Mandiri! Apalagi Cardholders bisa dapetin cashback s/d 50% setiap transaksi QRIS dengan #MandiriKartuKredit.  Promo berlaku hingga 31 Mei 2023. Info: https://t.co/NnmuVfSYjd  #mandiripromo https://t.co/X0mB1Bg8N4",neutral
@uwiiluneth Dengan senang hati kami informasikan Ibu Nala. Mohon maaf efektif 1 November 2022 dilakukan implementasi penutupan fitur QRku pada BCA mobile ya sehingga tombol “Show QR” pada layar scan dihilangkan. Ibu tetap dapat melakukan transaksi pembelian dengan QRIS pada (1/3) ^Sakha,neutral
"@aigo0lol Hi Kak, terkait keluhan mengenai nama pada akun DANA Bisnis, mohon maaf atas ketidaknyamanannya. Aku infoin bahwa mulai Agustus 2021 tidak dapat di ubah dan tidak mempengaruhi pada transaksi QRIS Kakak. Thanks -LH-",neutral
"@Kisekiren98 Hi Kak, maaf sdh bikin kamu gak nyaman. Terkait keluhan transaksi QRIS. mohon  utk menunggu update informasinya di DM ya kak. Thanks -LH-",neutral
"@ShopeePay_ID   Kakak aku ada permasalahan transaksi, aku mau mendeteksi dana keluar.   Kemarin pakai Qris yang langsung ke deteksi ke DANA.   Tolong DM aku dong, aku mau mengadu.",neutral
"@bankmandiri Halo min, saya ada problem transaksi QRIS lewat m-banking, transaksi tertunda tapi saldo sudah terpotong, solusinya bagaimana ya ?",neutral
"@amourfates sebenernya udah buka dari senin, tapi aku close lagi sebentar karena 3 kali gagal transaksi cuma ggara aku belum pakai qris.. 🙁",neutral
"@kittdns Hi Kak Nini, untuk keluhan transaksi Qris yg dialami, silakan email kami di help@dana.id. Thanks -YU-",neutral
"@pengabdimixue_ Gk pernah, soalnya emang tujuanku buat transaksi qris aja sih",neutral
@bank_indonesia Kurangnya Qris itu besoknya baru masuk ke saldo. Kalau orang kirim DP  suatu transaksi kita bingung itu uang sdh masuk atau belum sebab di histori mutasi MBanking BCA data belum ada.,negative
"@aigo0lol Hi Kak, utk keluhan mengenai nama bisnis pada akun DANA Bisnis, mulai Agustus 2021 perubahan nama sudah tidak dapat dilakukan. Nama bisnis merupakan identitas usaha yang tidak dapat diubah dan tidak mempengaruhi pada transaksi QRIS kamu ya Kak. Thanks -PF-",neutral
