,No,Komentar,Label,Hasil Klasifikasi,Kategori_0,Kategori_1,Kategori_2,TP_0,FP_0,TN_0,FN_0,TP_1,FP_1,TN_1,FN_1,TP_2,FP_2,TN_2,FN_2
7040,738,terap qris rumah sakit pemprov gubernur koster transaksi digital selaras tatanan hidup era gubernur bal wayan koster sambut pengunan transaksi qris qr code indonesia indonesian,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
2480,739,promo bayar qris fes tunai,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
3846,740,minimal transaksi qris potong masuk bukti,Negatif,Negatif,TN,TN,TP,,,1,,,,1,,1,,,
2800,741,oke bang iya bayar qris mora tunai,Netral,Positif,FP,FN,TN,,1,,,,,,1,,,1,
489,742,canva premium bulan qris yap,Netral,Positif,FP,FN,TN,,1,,,,,,1,,,1,
6153,743,bismilah ayo lengkap infaq subuh qris sisa rp link doku shopepay yatimduafa muslim minoritas konfirmasi klik,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
4391,744,simpel sop cek turnitin nomor repository file nomor repository proses tunggu menit buka admin tidur cek bayar bebas halaman bebas request filter bayar shopepay linkaja qris seabank,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
1308,745,banjir cashback buru mcdonalds cashback mengunakan qris blu minimum beli rp maksimal cashback rp cashback valid transaksibulanpenguna blu kode kupon blumcd,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
3564,746,want sel kuota xl akrab sharing gb rewards gb kuota fix gb lokal area gb harga sisa al payment qris fastresp,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
3134,747,pamer burek seabank hari otomatis masuk reward nya selesai burek get coba transaksi qris,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
5527,748,qris toko masuk saldo secepet transaksi,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
4214,749,maf bikin kakak nyaman pengunan qris sat transaksi bayar kena biaya transaksi kakak kena biaya sat transaksi qris,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
1391,750,ph cari trader pesos transaksi thai qris langsung,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
2047,751,ims surabaya takut kelaperan gais cashback transaksi qris dbank pro lumayan banget,Positif,Negatif,FN,TN,FP,,,,1,,,1,,,1,,
2794,752,oh bayar frequently asked question bayar qris jujur tunai enga biar safe bayar cashles,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
6157,753,gasih beli tiket cgv ofline bayar qris,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
220,754,kait keluh nama bisnis akun bisnis mohon maf ketidaknyamananya infoin agustus nama bisnis identitas usaha ubah pengaruh transaksi qris kakak terima,Netral,Positif,FP,FN,TN,,1,,,,,,1,,,1,
7018,755,memanfatkan qris bayar langanan bulan simpel banget,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
2782,756,transaksi qris rp gratis simak artikel,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
2747,757,octo mobile belanja daring bukalapak blibli dinomarket transaksi qr bayar tagih menu bil payment belanja ofline merchant mengunakan qris,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
3127,758,gin biaya admin qris transaksi tarik setor tunai,Netral,Positif,FP,FN,TN,,1,,,,,,1,,,1,
4225,759,sepakat transaksi mengunakan qris milik mudah kewaspadan tips trik transaksi aman qris ayo maju sistem bayar nasional lengkap,Netral,Positif,FP,FN,TN,,1,,,,,,1,,,1,
1032,760,lambat verifikasi arsitektur kartu qris butuh langkah bayar kendala kartu,Negatif,Negatif,TN,TN,TP,,,1,,,,1,,1,,,
982,761,mobile banking coba mandiri duper nyaman enak jarang ganguan error drama bayar qristf uang potong alam bank bank mandiri,Positif,Negatif,FN,TN,FP,,,,1,,,1,,,1,,
2397,762,hokben blu bilang bayar qris pesan hoka hemat sadar kasih mayo habismi makan saladna sedih hahahaha pantas,Negatif,Negatif,TN,TN,TP,,,1,,,,1,,1,,,
5732,763,aplikasi nya transaksi apa aplikasi bayar qris rp debit untung gagal rp tolong usut jadi,Negatif,Negatif,TN,TN,TP,,,1,,,,1,,1,,,
396,764,cari cair cepat langsung hubung inbox masuk fe testi cek instagram profile cepat proses menit scan qris,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
226,765,minimal transaksi qris mobile banking transaksi tunda potong solusi,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
2962,766,susah beli tiket streaming show sr bantujokinjastip beli show sr harga sesuai rafe direct message langsung bayar qris al ewalet btpn bank jago aman nyaman trusted transaksi bank digital resmi,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
5773,767,eri sayang jadi alami dasar qris terima transaksi bayar mengunakan qr penyelengara aplikasi bayar konsumen beda penyelengara qris merchant,Negatif,Negatif,TN,TN,TP,,,1,,,,1,,1,,,
5603,768,sobat mohon maf ketidaknyamanan transaksi sat transaksi qris tingkat layan sobat mengunakan fitur transaksi lai brimo mudah lancar transaksi perban,Netral,Positif,FP,FN,TN,,1,,,,,,1,,,1,
5079,769,solusi sederhana lacak transaksi rp juta qris livin,Netral,Positif,FP,FN,TN,,1,,,,,,1,,,1,
3507,770,hobi kuliner mimin ikut angkat tangan pas banget event asi fod festival hublife mal taman angrek fodmrkt lantai lupa bayar scan qris octo mobile cashback jajan,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
3035,771,pekan qris nasional pqn giat diselengarakan bank indonesia indonesia tujuanya tingkat dorong luas pengunan qris cimb niaga partisipasi giat loh qris cimb niaga transaksi,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
7501,772,jago qris transaksi qris biar metrik moncer,Negatif,Positif,FP,TN,FN,,1,,,,,1,,,,,1
